id,read1,read2,ksize,tick,output,name
tick1_ksize75,s3://tick-genome/dna/2018-06-28/pre-assembly_v3/tick_1_S1_R1_post-trimming.fastq.gz,s3://tick-genome/dna/2018-06-28/pre-assembly_v3/tick_1_S1_R2_post-trimming.fastq.gz,75,tick1,s3://tick-genome/dna/2018-06-28/assembly_tick1_ksize75,tick1_ksize75
