,tick0,tick1,tick2,tick4
GO:0010389,6,5,2,2
GO:0010390,1,1,0,1
GO:0010410,0,0,1,0
GO:0010411,0,0,1,0
GO:0010420,1,0,3,0
GO:0010430,0,6,8,0
GO:0010452,0,1,0,1
GO:0010453,4,8,0,6
GO:0010454,1,6,0,4
GO:0010458,2,1,0,2
GO:0010460,0,2,0,1
GO:0010464,0,1,0,0
GO:0010466,13,25,14,10
GO:0010467,554,575,276,344
GO:0010468,338,511,182,266
GO:0010469,2,4,2,1
GO:0010470,0,1,0,1
GO:0010477,0,1,7,0
GO:0010484,2,5,2,0
GO:0010485,2,5,2,0
GO:0010494,3,6,1,2
GO:0010496,4,3,4,2
GO:0010498,51,42,28,41
GO:0010501,0,0,1,0
GO:0010506,26,33,12,14
GO:0010507,9,7,6,4
GO:0010508,0,4,0,0
GO:0010510,1,0,0,0
GO:0010515,0,0,1,0
GO:0010517,1,1,2,0
GO:0010518,1,1,2,0
GO:0010520,0,1,0,0
GO:0010521,1,1,0,0
GO:0010522,5,3,3,4
GO:0010524,1,2,3,2
GO:0010525,0,0,1,0
GO:0010528,4,13,3,7
GO:0010529,4,12,2,6
GO:0010530,0,1,0,1
GO:0010543,2,3,3,2
GO:0010544,2,3,3,2
GO:0010556,268,435,156,216
GO:0010557,84,114,41,74
GO:0010558,92,123,43,60
GO:0010559,0,4,3,1
GO:0010560,0,1,0,0
GO:0010561,0,0,1,0
GO:0010562,26,44,24,18
GO:0010563,12,23,16,17
GO:0010564,78,109,52,59
GO:0010565,10,8,10,9
GO:0010569,0,2,1,0
GO:0010570,0,0,2,0
GO:0010574,0,2,0,0
GO:0010575,0,2,0,0
GO:0010576,0,1,0,0
GO:0010578,0,2,0,0
GO:0010579,0,2,0,0
GO:0010586,1,1,0,0
GO:0010587,1,0,0,0
GO:0010591,6,10,6,6
GO:0010592,0,5,3,0
GO:0010593,1,0,0,0
GO:0010594,3,9,1,7
GO:0010595,3,6,1,6
GO:0010596,0,3,0,1
GO:0010603,2,2,0,2
GO:0010604,129,172,78,100
GO:0010605,137,200,82,112
GO:0010606,2,1,0,1
GO:0010608,105,111,41,81
GO:0010609,0,0,0,1
GO:0010611,2,0,1,2
GO:0010614,2,0,1,2
GO:0010619,0,0,1,0
GO:0010623,6,12,3,5
GO:0010627,48,58,35,27
GO:0010628,71,101,35,60
GO:0010629,87,132,45,60
GO:0010631,49,68,23,32
GO:0010632,3,12,1,7
GO:0010633,0,3,0,1
GO:0010634,3,6,1,6
GO:0010635,3,4,1,3
GO:0010636,2,2,1,3
GO:0010637,1,2,0,0
GO:0010638,27,26,10,18
GO:0010639,18,35,18,13
GO:0010640,0,0,0,2
GO:0010646,151,232,128,124
GO:0010647,69,95,62,51
GO:0010648,58,97,45,51
GO:0010649,1,0,0,1
GO:0010650,1,0,0,1
GO:0010656,0,1,1,0
GO:0010657,0,1,0,0
GO:0010658,0,1,0,0
GO:0010659,0,1,0,0
GO:0010660,0,1,1,0
GO:0010661,0,1,1,0
GO:0010662,0,1,1,0
GO:0010663,0,1,1,0
GO:0010664,0,1,1,0
GO:0010665,0,1,1,0
GO:0010666,0,1,1,0
GO:0010668,0,1,0,0
GO:0010669,1,4,1,3
GO:0010675,5,8,8,7
GO:0010676,2,1,1,2
GO:0010677,1,0,1,2
GO:0010702,0,3,2,1
GO:0010703,0,3,2,1
GO:0010710,0,3,2,1
GO:0010711,0,3,2,1
GO:0010712,1,6,5,1
GO:0010713,0,3,2,1
GO:0010714,1,3,3,0
GO:0010715,0,3,2,1
GO:0010716,0,3,2,1
GO:0010717,1,3,1,0
GO:0010718,1,1,0,0
GO:0010719,0,1,0,0
GO:0010720,10,10,1,9
GO:0010721,13,18,13,9
GO:0010724,0,1,0,1
GO:0010740,22,31,21,9
GO:0010741,11,18,8,5
GO:0010743,1,3,0,0
GO:0010744,1,1,0,0
GO:0010745,0,2,0,0
GO:0010746,0,1,0,0
GO:0010748,0,1,0,0
GO:0010755,1,1,0,2
GO:0010757,1,1,0,2
GO:0010758,0,2,0,0
GO:0010760,0,2,0,0
GO:0010765,1,0,0,2
GO:0010766,1,1,0,2
GO:0010769,20,23,13,18
GO:0010770,1,1,0,0
GO:0010771,0,1,0,0
GO:0010792,0,0,0,1
GO:0010796,2,2,1,1
GO:0010797,2,2,1,1
GO:0010799,2,0,0,2
GO:0010800,2,0,0,2
GO:0010803,0,0,1,0
GO:0010810,3,2,2,3
GO:0010811,2,1,0,2
GO:0010812,0,0,1,0
GO:0010815,1,1,0,1
GO:0010817,26,37,37,20
GO:0010821,7,9,7,6
GO:0010822,5,7,3,5
GO:0010823,3,3,3,1
GO:0010824,4,4,3,4
GO:0010827,8,5,3,6
GO:0010828,2,2,0,1
GO:0010829,1,0,1,2
GO:0010830,0,0,0,1
GO:0010833,1,0,0,1
GO:0010835,0,2,2,1
GO:0010837,1,0,0,0
GO:0010842,2,2,0,0
GO:0010844,0,1,0,0
GO:0010845,0,1,0,0
GO:0010847,2,1,3,0
GO:0010849,0,0,0,1
GO:0010851,0,0,0,1
GO:0010853,0,0,0,1
GO:0010857,1,1,0,0
GO:0010861,1,0,0,0
GO:0010862,0,4,2,1
GO:0010863,1,1,1,0
GO:0010866,1,7,1,2
GO:0010867,1,7,1,2
GO:0010872,0,1,0,0
GO:0010874,0,2,0,0
GO:0010875,0,2,0,0
GO:0010876,36,76,40,38
GO:0010877,0,0,1,0
GO:0010880,3,1,0,2
GO:0010881,3,1,0,2
GO:0010882,3,1,0,2
GO:0010883,16,24,11,11
GO:0010884,7,9,3,5
GO:0010885,2,8,1,2
GO:0010886,2,6,1,2
GO:0010887,0,2,0,0
GO:0010888,1,5,0,1
GO:0010889,5,4,4,4
GO:0010890,4,2,2,3
GO:0010891,1,1,0,1
GO:0010893,0,4,0,2
GO:0010894,0,0,1,1
GO:0010899,1,6,1,2
GO:0010904,1,0,0,2
GO:0010905,1,0,0,2
GO:0010906,5,5,4,4
GO:0010907,2,1,0,0
GO:0010911,2,0,2,0
GO:0010912,1,0,2,0
GO:0010913,0,0,1,0
GO:0010914,0,0,1,0
GO:0010919,0,0,0,2
GO:0010921,1,6,0,3
GO:0010923,0,6,0,3
GO:0010927,73,63,49,45
GO:0010935,0,1,0,0
GO:0010939,3,1,2,3
GO:0010940,1,0,0,2
GO:0010941,94,116,72,65
GO:0010942,24,30,17,18
GO:0010948,50,66,37,42
GO:0010950,10,19,13,10
GO:0010951,13,25,14,10
GO:0010952,14,21,13,11
GO:0010955,1,1,0,2
GO:0010959,7,8,5,8
GO:0010962,2,2,2,2
GO:0010965,0,1,0,0
GO:0010966,0,1,1,0
GO:0010968,1,0,0,0
GO:0010970,10,12,9,4
GO:0010971,1,1,0,0
GO:0010972,2,2,1,0
GO:0010975,20,22,14,17
GO:0010976,3,4,1,5
GO:0010977,0,0,0,1
GO:0010981,0,0,1,0
GO:0010990,1,0,0,0
GO:0010991,1,0,0,0
GO:0010992,7,2,0,1
GO:0010998,1,4,1,3
GO:0012501,114,126,87,73
GO:0012502,5,12,1,5
GO:0012505,150,214,142,103
GO:0012506,34,31,31,21
GO:0012507,1,1,0,1
GO:0012510,0,2,1,0
GO:0014002,1,0,0,0
GO:0014003,1,1,1,0
GO:0014012,0,0,0,1
GO:0014013,6,6,6,3
GO:0014014,3,5,6,0
GO:0014015,3,1,0,3
GO:0014016,3,7,2,7
GO:0014017,3,4,0,5
GO:0014019,0,2,1,4
GO:0014020,2,3,2,2
GO:0014031,1,1,0,3
GO:0014032,0,0,0,1
GO:0014033,0,0,0,1
GO:0014037,0,0,0,1
GO:0014044,0,0,0,1
GO:0014047,1,0,0,0
GO:0014048,0,0,0,1
GO:0014049,0,0,0,1
GO:0014056,0,1,0,0
GO:0014057,0,1,0,0
GO:0014059,0,0,1,0
GO:0014062,2,0,1,2
GO:0014063,2,0,1,2
GO:0014065,0,1,0,0
GO:0014066,2,3,3,3
GO:0014067,1,1,0,3
GO:0014068,1,2,3,0
GO:0014069,4,2,5,3
GO:0014070,59,66,63,36
GO:0014072,0,1,0,1
GO:0014074,16,18,27,8
GO:0014075,0,1,3,2
GO:0014704,3,2,1,3
GO:0014706,56,68,40,52
GO:0014722,1,1,0,0
GO:0014731,1,0,0,1
GO:0014741,2,0,1,2
GO:0014743,2,0,1,2
GO:0014809,1,1,0,0
GO:0014814,0,0,0,1
GO:0014816,0,0,1,0
GO:0014819,1,1,0,0
GO:0014821,0,6,5,2
GO:0014823,1,4,2,0
GO:0014829,1,0,0,0
GO:0014850,0,1,1,0
GO:0014855,0,1,1,0
GO:0014856,0,1,1,0
GO:0014857,0,0,1,0
GO:0014858,0,0,1,0
GO:0014866,18,6,5,4
GO:0014888,2,0,0,0
GO:0014902,9,14,9,11
GO:0014910,1,1,2,2
GO:0014911,0,0,1,0
GO:0014912,0,1,0,0
GO:0014916,0,1,0,0
GO:0015002,17,8,18,8
GO:0015012,3,3,1,4
GO:0015014,0,0,1,0
GO:0015030,4,3,1,6
GO:0015031,110,112,67,66
GO:0015035,0,2,1,0
GO:0015036,5,7,6,4
GO:0015037,1,4,2,2
GO:0015038,1,4,2,2
GO:0015039,0,0,0,1
GO:0015074,1,0,2,0
GO:0015075,112,139,95,72
GO:0015077,60,50,41,35
GO:0015078,52,31,31,24
GO:0015079,3,5,5,3
GO:0015081,7,17,10,11
GO:0015085,9,16,14,8
GO:0015088,1,0,1,0
GO:0015095,1,0,0,0
GO:0015101,1,4,2,2
GO:0015103,11,23,8,13
GO:0015105,1,0,1,1
GO:0015106,1,3,1,2
GO:0015108,5,16,3,6
GO:0015111,1,2,1,2
GO:0015114,3,5,1,2
GO:0015116,0,4,2,2
GO:0015117,0,1,1,0
GO:0015125,0,2,0,0
GO:0015131,0,1,1,0
GO:0015137,0,1,2,0
GO:0015138,0,1,1,0
GO:0015140,0,2,2,0
GO:0015141,0,3,4,0
GO:0015142,1,2,3,3
GO:0015143,2,4,1,9
GO:0015144,1,3,3,0
GO:0015145,1,2,1,0
GO:0015149,1,2,1,0
GO:0015165,4,3,4,3
GO:0015166,0,2,1,0
GO:0015169,0,2,1,0
GO:0015171,9,20,5,5
GO:0015172,2,1,0,2
GO:0015173,0,4,0,0
GO:0015174,0,3,0,0
GO:0015175,0,1,1,1
GO:0015179,6,9,1,2
GO:0015181,0,1,0,0
GO:0015183,0,1,0,1
GO:0015184,3,1,0,0
GO:0015187,0,1,0,0
GO:0015189,0,1,0,0
GO:0015197,0,1,0,1
GO:0015198,0,1,0,1
GO:0015205,2,2,2,1
GO:0015207,2,1,2,0
GO:0015211,1,1,0,1
GO:0015215,7,4,6,3
GO:0015216,4,2,2,1
GO:0015232,0,1,2,1
GO:0015234,1,0,0,0
GO:0015238,0,2,0,2
GO:0015245,1,1,2,1
GO:0015247,0,0,0,1
GO:0015248,4,4,3,3
GO:0015250,2,0,2,2
GO:0015267,17,25,23,13
GO:0015271,1,0,0,0
GO:0015276,4,7,6,3
GO:0015277,0,0,1,0
GO:0015278,1,2,3,0
GO:0015279,0,3,1,0
GO:0015291,34,48,38,26
GO:0015293,6,16,6,10
GO:0015294,6,16,6,9
GO:0015295,1,1,0,0
GO:0015296,3,9,5,5
GO:0015297,14,16,10,5
GO:0015298,1,3,2,0
GO:0015299,0,1,0,0
GO:0015301,1,5,3,2
GO:0015315,0,1,1,0
GO:0015321,2,1,0,0
GO:0015326,1,3,0,0
GO:0015347,2,2,1,0
GO:0015355,12,11,18,7
GO:0015367,0,1,1,0
GO:0015368,1,2,2,0
GO:0015370,4,10,5,9
GO:0015373,1,0,3,3
GO:0015375,0,1,0,0
GO:0015377,0,3,1,0
GO:0015378,0,1,1,0
GO:0015381,0,1,1,2
GO:0015385,0,1,0,0
GO:0015399,44,44,24,28
GO:0015405,44,44,24,28
GO:0015410,0,1,1,0
GO:0015421,0,1,0,1
GO:0015440,0,1,0,1
GO:0015446,1,0,1,1
GO:0015450,6,2,0,3
GO:0015459,3,0,0,3
GO:0015467,0,2,0,0
GO:0015485,6,4,3,3
GO:0015491,1,3,2,0
GO:0015499,0,3,1,2
GO:0015501,2,1,0,2
GO:0015556,0,4,5,0
GO:0015562,0,2,0,0
GO:0015619,1,0,0,0
GO:0015629,93,61,51,54
GO:0015630,209,301,163,152
GO:0015631,17,32,12,25
GO:0015643,0,0,1,0
GO:0015645,13,14,19,5
GO:0015660,0,2,0,0
GO:0015662,22,21,13,17
GO:0015665,0,3,1,0
GO:0015672,71,56,47,45
GO:0015677,0,1,0,1
GO:0015679,1,0,1,0
GO:0015680,0,1,0,0
GO:0015682,3,2,2,3
GO:0015693,1,0,0,0
GO:0015695,2,4,2,2
GO:0015697,1,1,0,0
GO:0015698,11,28,9,13
GO:0015701,1,3,1,2
GO:0015705,1,2,1,2
GO:0015709,0,1,1,0
GO:0015711,64,77,52,37
GO:0015718,18,21,24,15
GO:0015721,0,2,0,0
GO:0015724,0,3,1,2
GO:0015729,0,1,1,0
GO:0015734,0,1,0,1
GO:0015740,2,5,5,2
GO:0015741,0,1,1,0
GO:0015742,0,1,1,0
GO:0015743,0,2,2,0
GO:0015744,0,3,4,0
GO:0015746,0,1,3,1
GO:0015748,29,24,15,10
GO:0015749,5,4,1,4
GO:0015755,1,0,0,0
GO:0015757,0,0,0,1
GO:0015758,5,4,1,3
GO:0015780,4,3,4,3
GO:0015781,4,3,4,3
GO:0015785,3,2,4,3
GO:0015786,0,0,2,1
GO:0015787,0,0,2,1
GO:0015788,1,1,2,1
GO:0015789,0,0,0,1
GO:0015790,0,0,2,1
GO:0015791,1,4,1,0
GO:0015794,0,2,1,0
GO:0015797,0,2,0,0
GO:0015798,1,0,0,0
GO:0015800,5,2,2,2
GO:0015801,0,4,0,0
GO:0015802,0,4,0,0
GO:0015803,2,0,0,3
GO:0015804,2,2,2,5
GO:0015807,9,10,3,2
GO:0015809,0,2,0,0
GO:0015810,2,1,0,2
GO:0015811,3,1,0,0
GO:0015813,5,2,2,2
GO:0015816,0,1,0,0
GO:0015819,0,1,0,0
GO:0015820,2,0,0,3
GO:0015822,1,2,0,0
GO:0015824,0,1,1,1
GO:0015828,0,4,0,0
GO:0015833,1,3,1,1
GO:0015837,0,0,1,0
GO:0015838,1,1,0,0
GO:0015840,0,1,1,1
GO:0015842,0,0,1,0
GO:0015844,0,1,2,0
GO:0015849,36,53,42,37
GO:0015850,11,29,17,7
GO:0015851,2,2,2,1
GO:0015853,2,1,2,0
GO:0015858,13,8,2,3
GO:0015860,1,1,0,1
GO:0015865,13,7,2,3
GO:0015866,12,6,2,2
GO:0015867,12,6,2,2
GO:0015868,13,7,2,3
GO:0015870,1,0,0,0
GO:0015872,0,1,2,0
GO:0015876,0,2,0,0
GO:0015878,1,0,1,2
GO:0015879,1,1,0,0
GO:0015884,0,1,1,0
GO:0015886,0,1,2,1
GO:0015887,1,0,1,2
GO:0015893,2,4,0,3
GO:0015904,0,1,0,0
GO:0015908,4,3,4,6
GO:0015909,4,3,4,6
GO:0015910,1,0,0,1
GO:0015911,0,1,0,0
GO:0015914,12,13,8,5
GO:0015916,0,2,0,0
GO:0015917,0,0,0,1
GO:0015918,9,22,14,7
GO:0015920,1,6,1,2
GO:0015922,2,0,2,0
GO:0015923,1,4,5,2
GO:0015924,0,3,1,0
GO:0015925,3,3,0,3
GO:0015926,2,5,2,2
GO:0015928,3,2,3,0
GO:0015929,3,3,1,3
GO:0015931,60,50,25,30
GO:0015932,7,6,6,4
GO:0015934,114,52,37,36
GO:0015935,72,32,27,27
GO:0015936,4,4,0,2
GO:0015937,4,4,0,2
GO:0015939,1,0,1,2
GO:0015942,2,1,1,1
GO:0015949,2,3,0,0
GO:0015953,1,1,0,0
GO:0015955,1,1,0,0
GO:0015959,2,1,0,2
GO:0015960,2,1,0,2
GO:0015965,2,1,0,2
GO:0015966,2,1,0,2
GO:0015969,0,0,1,0
GO:0015971,0,0,1,0
GO:0015976,0,1,1,0
GO:0015980,96,75,54,45
GO:0015985,10,3,2,3
GO:0015986,10,3,2,3
GO:0015988,11,8,7,10
GO:0015991,11,8,7,10
GO:0015992,63,36,36,32
GO:0015993,2,1,0,0
GO:0015994,0,0,1,0
GO:0015996,0,0,1,0
GO:0016004,0,0,1,1
GO:0016006,0,6,1,2
GO:0016010,1,1,3,2
GO:0016011,1,1,3,2
GO:0016012,1,1,3,2
GO:0016015,0,1,0,0
GO:0016018,1,0,1,1
GO:0016020,626,717,529,381
GO:0016021,139,187,121,86
GO:0016023,77,79,53,57
GO:0016024,0,0,1,1
GO:0016027,0,1,0,0
GO:0016028,4,5,4,4
GO:0016029,1,2,0,1
GO:0016032,39,15,16,15
GO:0016034,2,2,3,1
GO:0016035,0,0,0,1
GO:0016042,18,38,25,16
GO:0016043,808,968,486,552
GO:0016044,68,82,58,49
GO:0016045,1,0,0,0
GO:0016049,25,34,13,23
GO:0016050,25,35,21,21
GO:0016051,5,11,14,9
GO:0016052,22,29,18,16
GO:0016053,42,50,46,27
GO:0016054,33,40,37,24
GO:0016055,12,25,7,19
GO:0016056,1,3,4,5
GO:0016057,3,5,1,0
GO:0016059,1,3,3,4
GO:0016060,1,2,3,4
GO:0016061,0,1,3,3
GO:0016062,1,2,3,4
GO:0016063,5,7,2,2
GO:0016064,2,1,0,0
GO:0016070,301,426,186,249
GO:0016071,147,183,76,118
GO:0016072,20,22,17,22
GO:0016073,2,4,3,2
GO:0016074,1,1,0,2
GO:0016078,0,1,0,0
GO:0016079,12,28,21,14
GO:0016080,2,5,0,0
GO:0016081,5,14,10,3
GO:0016082,4,9,9,6
GO:0016093,2,0,0,0
GO:0016094,2,0,0,0
GO:0016098,1,1,7,0
GO:0016101,2,3,11,2
GO:0016102,2,2,2,2
GO:0016104,0,1,1,0
GO:0016106,1,2,6,2
GO:0016108,7,14,11,4
GO:0016109,4,8,9,2
GO:0016114,8,13,18,6
GO:0016116,7,14,11,4
GO:0016117,4,8,9,2
GO:0016125,8,23,12,9
GO:0016126,4,8,6,5
GO:0016127,1,6,1,2
GO:0016128,1,2,1,2
GO:0016129,1,2,1,2
GO:0016137,5,3,3,3
GO:0016139,5,3,3,1
GO:0016143,0,0,1,0
GO:0016144,0,0,1,0
GO:0016149,0,2,0,0
GO:0016150,0,1,0,0
GO:0016153,0,1,3,1
GO:0016160,0,1,1,0
GO:0016174,1,0,0,0
GO:0016175,1,0,0,0
GO:0016180,2,4,3,2
GO:0016183,4,13,6,6
GO:0016185,4,14,6,8
GO:0016188,0,0,0,1
GO:0016189,1,1,1,1
GO:0016191,1,1,2,0
GO:0016192,207,275,172,161
GO:0016197,32,35,19,12
GO:0016198,12,10,5,10
GO:0016199,11,10,4,10
GO:0016200,0,0,1,1
GO:0016201,4,6,7,4
GO:0016202,32,44,20,36
GO:0016203,6,17,9,4
GO:0016204,1,1,0,2
GO:0016207,1,0,0,0
GO:0016208,2,1,4,0
GO:0016209,17,17,12,12
GO:0016211,1,1,1,0
GO:0016212,1,3,1,2
GO:0016215,4,4,2,1
GO:0016222,0,0,2,0
GO:0016226,3,4,5,3
GO:0016229,3,3,4,3
GO:0016230,0,0,0,1
GO:0016231,0,0,1,0
GO:0016233,1,1,0,0
GO:0016234,2,1,0,0
GO:0016236,14,14,11,2
GO:0016237,2,0,0,0
GO:0016239,0,1,0,0
GO:0016241,7,4,3,2
GO:0016242,3,1,3,2
GO:0016243,1,0,0,0
GO:0016246,14,20,9,14
GO:0016247,5,3,4,5
GO:0016248,1,2,3,0
GO:0016250,1,0,0,0
GO:0016254,0,1,0,0
GO:0016255,1,0,0,0
GO:0016259,3,1,0,0
GO:0016260,3,1,0,0
GO:0016264,1,2,2,0
GO:0016265,118,133,90,75
GO:0016266,0,2,3,0
GO:0016271,50,41,30,28
GO:0016272,1,0,2,0
GO:0016273,2,4,0,1
GO:0016274,2,4,0,1
GO:0016278,1,6,3,2
GO:0016279,1,6,3,2
GO:0016281,6,8,2,6
GO:0016282,2,1,1,4
GO:0016287,0,2,0,0
GO:0016289,1,3,2,1
GO:0016290,0,1,0,0
GO:0016298,12,15,11,9
GO:0016301,71,152,58,74
GO:0016303,1,2,1,2
GO:0016307,0,4,1,1
GO:0016308,0,3,0,1
GO:0016309,0,1,0,1
GO:0016310,143,205,100,106
GO:0016311,25,61,31,27
GO:0016312,0,1,1,0
GO:0016314,0,0,1,0
GO:0016318,2,6,1,4
GO:0016319,13,21,6,10
GO:0016320,11,6,2,5
GO:0016321,8,8,5,3
GO:0016322,7,14,3,9
GO:0016323,6,10,5,6
GO:0016324,21,23,17,21
GO:0016325,22,22,7,24
GO:0016327,5,11,6,7
GO:0016328,3,6,3,2
GO:0016330,1,1,1,1
GO:0016331,30,57,25,30
GO:0016332,1,10,2,2
GO:0016333,19,14,8,11
GO:0016334,14,11,6,10
GO:0016335,4,11,3,4
GO:0016336,3,10,3,4
GO:0016337,14,25,18,14
GO:0016338,0,0,3,0
GO:0016339,1,3,0,3
GO:0016340,0,1,0,0
GO:0016342,1,1,0,2
GO:0016348,1,1,0,1
GO:0016358,48,73,30,30
GO:0016360,5,3,0,8
GO:0016361,0,1,2,0
GO:0016363,4,9,1,3
GO:0016401,1,2,2,1
GO:0016402,0,1,1,0
GO:0016404,1,0,1,0
GO:0016405,2,7,2,2
GO:0016406,2,1,5,0
GO:0016407,11,21,10,7
GO:0016408,11,7,12,2
GO:0016409,3,7,6,3
GO:0016410,6,19,7,3
GO:0016411,0,4,1,2
GO:0016413,1,2,3,0
GO:0016414,0,1,1,0
GO:0016415,0,1,1,0
GO:0016416,1,0,1,0
GO:0016417,6,6,6,4
GO:0016418,2,0,1,1
GO:0016419,1,0,0,0
GO:0016420,1,0,0,0
GO:0016421,1,1,0,2
GO:0016423,2,1,0,1
GO:0016426,0,1,0,0
GO:0016427,0,0,2,0
GO:0016428,0,0,2,0
GO:0016429,0,1,0,0
GO:0016433,1,2,0,0
GO:0016435,0,0,1,1
GO:0016436,1,0,1,1
GO:0016441,20,30,12,18
GO:0016442,3,6,0,4
GO:0016444,2,1,0,0
GO:0016445,2,1,0,0
GO:0016447,2,1,0,0
GO:0016453,3,1,1,1
GO:0016454,1,2,0,0
GO:0016456,2,2,0,0
GO:0016457,0,1,0,0
GO:0016458,32,50,21,24
GO:0016459,24,13,6,15
GO:0016460,22,8,1,12
GO:0016461,5,4,5,6
GO:0016462,207,240,125,128
GO:0016469,30,17,12,20
GO:0016471,11,9,7,10
GO:0016476,5,6,4,13
GO:0016477,82,118,53,69
GO:0016480,1,3,2,0
GO:0016482,109,115,58,74
GO:0016483,0,2,1,1
GO:0016485,16,15,11,9
GO:0016486,3,1,3,1
GO:0016490,3,1,0,0
GO:0016491,198,205,186,106
GO:0016500,0,1,0,2
GO:0016504,6,8,2,5
GO:0016507,1,3,0,1
GO:0016508,1,2,0,1
GO:0016509,1,3,0,1
GO:0016514,1,0,1,0
GO:0016525,0,2,0,0
GO:0016528,5,7,2,7
GO:0016529,5,7,2,7
GO:0016530,1,2,2,0
GO:0016531,0,1,2,0
GO:0016532,0,1,0,0
GO:0016533,0,1,1,0
GO:0016534,0,1,1,0
GO:0016538,7,8,5,6
GO:0016540,6,5,3,2
GO:0016545,8,12,2,6
GO:0016556,1,0,0,0
GO:0016558,3,2,1,0
GO:0016559,0,0,0,1
GO:0016560,1,2,0,0
GO:0016562,1,0,0,0
GO:0016567,69,57,23,50
GO:0016568,44,77,28,39
GO:0016569,35,60,23,20
GO:0016570,35,60,23,20
GO:0016571,6,20,9,6
GO:0016572,0,1,1,0
GO:0016573,16,24,8,10
GO:0016574,1,1,1,1
GO:0016575,7,8,4,2
GO:0016577,1,8,1,0
GO:0016578,5,5,3,6
GO:0016579,10,14,4,13
GO:0016580,3,2,2,3
GO:0016581,4,4,1,0
GO:0016582,0,1,0,0
GO:0016584,2,2,1,1
GO:0016589,2,3,3,1
GO:0016590,1,1,0,1
GO:0016591,36,33,22,22
GO:0016592,16,13,4,12
GO:0016593,0,1,1,0
GO:0016594,0,1,0,0
GO:0016597,11,12,6,6
GO:0016600,0,0,0,2
GO:0016601,1,2,1,0
GO:0016603,1,2,1,0
GO:0016604,31,33,14,21
GO:0016605,4,4,1,1
GO:0016607,20,26,10,15
GO:0016614,39,40,30,20
GO:0016615,2,2,4,1
GO:0016616,24,33,27,14
GO:0016620,10,12,4,14
GO:0016622,1,4,1,0
GO:0016623,1,0,1,0
GO:0016624,5,8,0,1
GO:0016627,7,26,19,10
GO:0016628,0,2,7,1
GO:0016634,1,3,6,1
GO:0016635,3,6,0,1
GO:0016638,9,2,8,3
GO:0016639,3,1,4,0
GO:0016641,6,0,4,2
GO:0016642,0,1,0,1
GO:0016645,6,12,6,3
GO:0016646,5,8,4,1
GO:0016648,1,3,2,1
GO:0016649,0,0,0,1
GO:0016651,37,18,35,10
GO:0016652,1,0,0,1
GO:0016653,1,2,7,1
GO:0016655,27,11,23,7
GO:0016657,1,0,0,0
GO:0016667,14,15,11,7
GO:0016668,1,3,3,1
GO:0016670,0,2,0,1
GO:0016671,7,3,1,2
GO:0016672,1,3,2,1
GO:0016675,17,8,18,8
GO:0016676,17,8,18,8
GO:0016679,12,8,4,4
GO:0016681,12,8,4,4
GO:0016684,11,7,6,6
GO:0016701,5,6,10,4
GO:0016702,5,6,10,4
GO:0016705,26,37,43,13
GO:0016706,0,6,5,1
GO:0016709,3,5,10,2
GO:0016712,0,1,7,0
GO:0016713,9,10,21,4
GO:0016714,4,2,0,1
GO:0016715,0,4,1,0
GO:0016717,5,5,2,3
GO:0016721,5,5,3,4
GO:0016722,0,0,1,2
GO:0016723,0,0,1,1
GO:0016725,3,2,13,1
GO:0016728,2,1,6,1
GO:0016730,0,0,0,1
GO:0016731,0,0,0,1
GO:0016740,261,395,258,186
GO:0016741,26,42,25,15
GO:0016742,3,7,6,2
GO:0016743,1,0,0,0
GO:0016744,3,3,1,0
GO:0016746,49,64,66,25
GO:0016747,38,51,54,19
GO:0016748,3,1,0,1
GO:0016751,3,1,0,1
GO:0016755,8,6,3,3
GO:0016757,31,39,42,19
GO:0016758,22,29,28,18
GO:0016763,9,10,14,1
GO:0016765,18,24,13,8
GO:0016769,10,14,5,9
GO:0016772,104,192,83,102
GO:0016773,58,137,49,66
GO:0016774,0,2,0,0
GO:0016775,2,1,0,2
GO:0016776,10,8,6,4
GO:0016778,2,4,6,1
GO:0016779,31,30,18,24
GO:0016780,2,7,1,5
GO:0016781,0,1,0,0
GO:0016782,19,21,30,10
GO:0016783,2,4,2,1
GO:0016787,418,542,318,263
GO:0016788,81,142,74,63
GO:0016790,9,17,5,10
GO:0016791,24,60,31,27
GO:0016794,0,0,1,0
GO:0016796,8,8,2,5
GO:0016798,16,29,19,15
GO:0016799,1,3,1,1
GO:0016801,2,4,2,0
GO:0016802,0,2,1,0
GO:0016803,2,2,1,0
GO:0016805,1,3,2,1
GO:0016810,25,39,23,16
GO:0016811,11,18,7,7
GO:0016812,1,1,0,2
GO:0016813,1,1,0,0
GO:0016814,10,16,12,7
GO:0016815,2,3,4,0
GO:0016817,209,241,127,129
GO:0016818,208,241,126,128
GO:0016820,39,42,25,26
GO:0016822,1,2,1,0
GO:0016823,1,2,1,0
GO:0016826,1,0,0,0
GO:0016829,52,43,33,25
GO:0016830,17,16,19,9
GO:0016831,9,11,10,7
GO:0016832,5,5,8,2
GO:0016833,0,0,1,0
GO:0016835,23,24,12,9
GO:0016836,16,21,10,7
GO:0016840,2,1,0,0
GO:0016841,0,1,0,0
GO:0016842,2,0,0,0
GO:0016846,8,1,2,7
GO:0016849,2,1,0,0
GO:0016853,26,45,31,31
GO:0016854,2,5,5,1
GO:0016855,1,0,0,0
GO:0016857,0,3,0,0
GO:0016859,7,10,10,8
GO:0016860,14,10,6,8
GO:0016861,5,1,2,2
